Variable,Coeficiente,Std_Error,t_value,p_value,IC_inferior,IC_superior
const,0.14606774235035855,0.028239567545823394,5.1724496883084115,2.3104472161962952e-07,0.09071920702155853,0.20141627767915857
Corr_Market,-0.20743831202400864,0.11853624670021425,-1.7499989901707738,0.08011848797850438,-0.4397650864189834,0.02488846237096609
