Price,Close,High,Low,Open,Volume
Ticker,TSM,TSM,TSM,TSM,TSM
Date,,,,,
2018-01-01,37.388309478759766,38.428018279474365,33.35324111383191,33.42750625300879,148135700
2018-02-01,35.77098083496094,37.8999127680939,32.973665783841966,37.4048139290108,158668500
2018-03-01,36.10929489135742,37.751378076874694,34.780779093864474,35.77097665636036,134030700
2018-04-01,31.727663040161133,36.53838368821074,31.34808708017836,35.762728055059675,187069400
2018-05-01,31.933950424194336,33.46050748860642,30.778715839185566,31.636889922462878,153835800
2018-06-01,30.168109893798828,33.006683545518904,29.169655324247277,32.17326617101011,177408000
2018-07-01,35.24882507324219,35.85612024642185,30.82668566206225,30.972092986814715,166252900
2018-08-01,37.29310607910156,38.05436720460608,34.034238003725584,35.44555777039702,147704400
2018-09-01,37.772090911865234,38.69586644376142,36.94240399113111,37.002277968618415,151401700
2018-10-01,32.588687896728516,38.45636316747592,30.766802896925288,38.105671366947504,212656900
2018-11-01,32.152469635009766,33.777629015677874,30.125299686004475,33.17033062345485,200421600
2018-12-01,31.570833206176758,33.358507183175234,30.168065733869312,33.20454458129882,181084400
2019-01-01,32.178123474121094,32.725544525906805,29.26139303147981,30.96353342333241,239782900
2019-02-01,33.40126419067383,34.14541437600619,31.972837785329734,32.289314925293965,133380800
2019-03-01,35.03498458862305,35.27448377770086,32.45183830297056,33.6664317776953,128653700
2019-04-01,37.48126220703125,39.037991697070034,34.84679817115258,35.13761594747225,180320800
2019-05-01,32.802528381347656,38.6103303788174,31.80177480455542,37.883287349330075,221575900
2019-06-01,33.50391387939453,34.82970328931246,32.21234236834994,33.32429193479864,167156200
2019-07-01,37.64900588989258,39.6361103029773,34.65510244654816,36.6863640616835,145802500
2019-08-01,37.64900588989258,38.32020412040618,35.13200494526479,37.75498384860976,134172500
2019-09-01,41.04916000366211,41.278782839215715,36.72169029529654,37.22508979842296,127779300
2019-10-01,45.925758361816406,46.30825089914866,41.13126282785827,41.771712686569984,194929300
2019-11-01,47.224449157714844,48.36302962675061,45.988021293389295,46.15702827137509,107896000
2019-12-01,51.680931091308594,53.11305385870601,46.41499261514473,47.633629831210065,132515900
2020-01-01,48.31571578979492,54.31711254350749,48.011167195817215,53.385551736406086,181023600
2020-02-01,48.22616195678711,53.51993255482051,45.68228552796395,48.68298330861186,162096800
2020-03-01,42.806976318359375,51.13727218517246,38.247706349367135,48.70088328352009,275865900
2020-04-01,48.04169464111328,49.45228987627543,41.865808027726956,42.34505181217599,187057700
2020-05-01,45.50984573364258,48.23157341669179,44.65082752193369,47.45393595028922,194199900
2020-06-01,51.333072662353516,52.481443725484084,45.699727293156656,46.03429100466419,168937600
2020-07-01,71.86792755126953,75.97649022448984,51.70773835393621,51.89904870074654,342293900
2020-08-01,72.19588470458984,76.523082841458,69.2169534663915,70.84761780592002,177390900
2020-09-01,73.8538818359375,79.0647403020218,69.39003411112644,72.98844502054229,216135000
2020-10-01,76.79911041259766,83.575227375725,73.81395176461048,75.1417027134504,167495100
2020-11-01,88.84049224853516,93.8035514092761,77.4034937245846,77.46759192661104,163153400
2020-12-01,99.84708404541016,100.45143729921439,90.21399763738441,90.36967062979566,164426200
2021-01-01,111.74444580078125,125.17916699066556,101.5649608181874,102.50291189857923,322308600
2021-02-01,115.80889892578125,130.7608762473,112.94907885780174,114.52151896656709,216563100
2021-03-01,108.76509094238281,119.81815884324989,99.21090392708656,119.20205795951094,296567600
2021-04-01,107.75343322753906,117.59283714932816,105.01206065535347,113.35616852628978,214180200
2021-05-01,108.32572174072266,110.22714233682235,99.56625631328232,108.4272545921736,169806000
2021-06-01,110.91018676757812,112.60854172153574,103.387565563828,110.49482316712168,178232100
2021-07-01,108.0741195678711,116.54289007589631,103.82120619653146,111.28002111722594,185969600
2021-08-01,110.27008819580078,111.92863416070061,99.77214450415337,108.8709783247886,172912800
2021-09-01,103.4505844116211,116.07961407686525,102.86684619022913,111.39121553316645,149550300
2021-10-01,105.78273010253906,108.9925006644046,100.08888833396801,104.20110896641094,154392400
2021-11-01,108.99252319335938,119.17073593559324,104.58258447910976,105.67111244243881,186917400
2021-12-01,111.93246459960938,115.04920009291381,105.97812078119922,110.91836785802124,155307700
2022-01-01,114.56288146972656,135.46129156948464,106.67810493127928,115.96420517561779,358353400
2022-02-01,99.9704360961914,120.19620986330112,97.51344394759617,114.8151247873389,201631300
2022-03-01,97.4013442993164,103.80072130063155,91.1981517667349,102.76374116053876,338909100
2022-04-01,87.2353744506836,99.4575231515836,84.69144047760025,99.28855302383496,252108500
2022-05-01,89.46015167236328,90.38948384667641,80.15741922434341,86.83172890560542,196435900
2022-06-01,76.7404556274414,90.46456170752887,75.21034269901605,89.74174239616826,196798000
2022-07-01,83.49553680419922,84.18440867154945,69.58590045186136,74.58733109246876,244005100
2022-08-01,78.65453338623047,86.76062536225443,77.12579958463458,80.49468579130401,265011300
