n_groupA,n_groupB,mean_A,sd_A,mean_B,sd_B,levene_p,welch_t,welch_p,welch_CI_low,welch_CI_high,mw_p,perm_p,boot_diff_CI_low,boot_diff_CI_high,boot_diff_p,hedges_g
16,14,0.010940234747935988,0.011309867354159899,0.0204539864508029,0.010673618743790988,0.9176256160621237,-2.3686761526706204,0.025035992478887558,-0.017743550377857655,-0.0012839530278761675,0.043782028935725754,,-0.017154591920079273,-0.0020353631857367056,0.4926,-0.840057455298111
