n_groupA,n_groupB,mean_A,sd_A,mean_B,sd_B,levene_p,welch_t,welch_p,welch_CI_low,welch_CI_high,mw_p,perm_p,obs_diff_perm,boot_diff_CI_low,boot_diff_CI_high,boot_diff_p,hedges_g
1296,1107,0.011443828722082838,0.08573798582155023,0.01974042585085183,0.12996095974007812,4.648774715890962e-22,-1.8135174592792807,0.06991301951252393,-0.017269001273559098,0.0006758070160211207,0.06766061785073564,,,-0.017183908086217715,0.000585737195089728,0.5012,-0.07653110145675295
